0,Chad,Tarnowskie Góry,Środkowa,467,38
539,Rwanda,Czechowice-Dziedzice,Prosta,886,11
540,Liechtenstein,Ełk,Słonecznikowa,215,58
541,Cuba,Białystok,Jarzębinowa,563,72
542,Antigua and Barbuda,Swarzędz,Fiołkowa,220,90
543,Israel,Ostrów Mazowiecka,Pocztowa,178,89
544,Cuba,Turek,Daleka,205,63
545,Namibia,Tarnów,Strażacka,384,1
546,Belize,Szczytno,Pszenna,664,68
547,Republic of the Congo,Krosno,Rzeczna,667,11
548,Qatar,Jawor,Matejki,668,59
549,Pakistan,Słupsk,Śląska,26,62
550,Chad,Elbląg,Wysoka,150,32
551,Latvia,Łomża,Ludowa,158,9
552,Egypt,Włocławek,Wiatraczna,275,18
553,Iran,Wodzisław Śląski,Wrocławska,738,91
554,Eritrea,Legionowo,Wiązowa,548,71
555,Syria,Nowy Dwór Mazowiecki,Pocztowa,573,75
556,Uzbekistan,Augustów,Tulipanowa,863,57
557,Serbia,Sieradz,Składowa,564,8
558,Hungary,Tomaszów Mazowiecki,Księżycowa,376,53
559,Laos,Sanok,Turkusowa,468,71
560,Tanzania,Racibórz,Krucza,139,10
561,Serbia,Gdańsk,Makowa,165,98
562,Malawi,Zamość,Krzywa,562,2
563,Dominican Republic,Łowicz,Maczka,542,27
564,Turkey,Poznań,Makowa,504,62
565,East Timor,Kielce,Warszawska,343,27
566,Monaco,Leszno,Królewska,826,38
567,Kingdom of the Netherlands,Piła,Stefana Batorego,660,93
568,Cuba,Kłodzko,Paderewskiego,354,29
569,Fiji,Mikołów,Wspólna,439,3
570,Turkmenistan,Mielec,Sawickiej,334,6
571,Belize,Jawor,Wiśniowa,591,68
572,Yemen,Jelenia Góra,Konarskiego,594,31
573,Jordan,Polkowice,Pułaskiego,566,96
574,Mozambique,Kielce,Zielna,160,79
575,United Kingdom,Bydgoszcz,Słonecznikowa,540,40
576,Lebanon,Kielce,Środkowa,771,18
577,Norway,Bochnia,Letnia,283,20
578,North Korea,Kluczbork,Wróblewskiego,143,70
579,Namibia,Legionowo,Skargi,127,48
580,Uzbekistan,Oława,Sybiraków,279,60
581,Austria,Oleśnica,Zacisze,40,61
582,Cambodia,Głogów,Nałkowskiej,409,57
583,New Zealand,Pabianice,Dąbrowskiego,370,86
584,Maldives,Bytom,Zachodnia,499,78
585,Ukraine,Legnica,Składowa,563,31
586,Botswana,Ząbki,Liliowa,519,51
587,Suriname,Września,Królewska,795,97
588,Bosnia and Herzegovina,Pruszków,Lubelska,410,19
589,Central African Republic,Stalowa Wola,Północna,46,39
590,The Gambia,Leszno,Wojciecha,767,29
591,Uruguay,Nowy Sącz,Podgórna,383,55
592,Lebanon,Płock,Poniatowskiego,146,57
593,Saint Kitts and Nevis,Zduńska Wola,Szpitalna,868,92
594,South Korea,Żywiec,Wyszyńskiego,756,69
595,Angola,Rzeszów,Wąska,373,67
596,San Marino,Sieradz,Turystyczna,144,19
597,Guinea-Bissau,Pszczyna,Ogrodowa,242,2
598,Serbia,Jaworzno,Świerczewskiego,156,63
599,France,Kalisz,Szafirowa,859,37
600,Honduras,Ostrów Mazowiecka,Długosza,886,100
601,South Africa,Wodzisław Śląski,Jana Pawła II,881,86
602,Ukraine,Ciechanów,Olchowa,834,21
603,Dominican Republic,Świebodzice,Leszczynowa,321,95
604,Turkey,Stalowa Wola,Górska,144,23
605,Turkey,Żyrardów,Morcinka,523,68
606,Canada,Mikołów,Złota,815,39
607,Ecuador,Police,Swierkowa,99,53
608,Trinidad and Tobago,Ełk,Słowackiego,19,65
609,Russia,Rumia,Wrzosowa,452,21
610,Comoros,Kraków,Łabędzia,835,78
611,Iran,Oława,Częstochowska,359,51
612,Andorra,Kętrzyn,Zachodnia,490,55
613,Guinea,Lubin,Mostowa,721,7
614,Gabon,Ostrów Wielkopolski,Częstochowska,3,89
615,Kenya,Tarnów,Majowa,358,99
616,Mozambique,Września,Waryńskiego,849,100
617,Cape Verde,Słupsk,Szmaragdowa,119,86
618,Mali,Siemianowice Śląskie,Handlowa,703,94
619,Antigua and Barbuda,Łaziska Górne,Borówkowa,492,43
620,Moldova,Koło,Widokowa,756,86
621,Guyana,Żory,Willowa,402,14
622,Paraguay,Jarocin,Niepodległości,70,11
623,Andorra,Gorlice,Nowa,328,99
624,Equatorial Guinea,Gniezno,Nałkowskiej,594,37
625,Kingdom of the Netherlands,Mysłowice,Koralowa,761,7
626,Central African Republic,Łomża,Srebrna,208,44
627,Liechtenstein,Sandomierz,Zakole,311,37
628,Uzbekistan,Jaworzno,Rybacka,170,2
629,Cyprus,Wieluń,Żytnia,514,78
630,Saint Kitts and Nevis,Wałcz,Skrajna,344,81
631,France,Szczecinek,Kasztanowa,361,46
632,Cyprus,Krosno,Matejki,220,52
633,Singapore,Giżycko,Poziomkowa,665,83
634,Czech Republic,Lubliniec,Radosna,840,53
635,Kuwait,Pruszków,Majowa,366,30
636,Benin,Dąbrowa Górnicza,Wczasowa,410,23
637,Samoa,Knurów,Wróblewskiego,256,38
638,North Korea,Nowy Targ,Krótka,440,47
639,Germany,Stargard Szczeciński,Okrężna,787,98
640,Dominican Republic,Giżycko,Kosynierów,587,85
641,Belarus,Śrem,Nowa,342,78
642,Namibia,Dąbrowa Górnicza,Południowa,524,97
643,Zambia,Augustów,Wiosenna,650,63
644,Monaco,Bydgoszcz,Makuszyńskiego,627,84
645,Namibia,Ostrów Wielkopolski,Wierzbowa,895,11
646,Republic of Ireland,Czeladź,Czereśniowa,7,19
647,Japan,Pruszków,Nowa,356,11
648,Greece,Kołobrzeg,Żwirki i Wigury,691,67
649,Australia,Świdnik,Słoneczna,40,19
650,Honduras,Łuków,Jana Sobieskiego,524,45
651,Cyprus,Tomaszów Mazowiecki,Bolesława Krzywoustego,261,56
652,Paraguay,Kłodzko,Wczasowa,483,59
653,Kyrgyzstan,Łomża,Niepodległości,768,32
654,Finland,Białystok,Kościelna,247,78
655,Palau,Mława,Żabia,442,35
656,Chile,Kędzierzyn-Koźle,Fabryczna,77,80
657,Republic of Ireland,Łowicz,Witosa,375,93
658,Argentina,Oława,Jeżynowa,207,19
659,Ukraine,Chrzanów,Skłodowskiej-Curie,351,42
660,Mauritania,Ostrołęka,Nowa,535,5
661,Cuba,Chrzanów,Miarki,476,76
662,Mexico,Olkusz,Konstytucji 3 Maja,685,65
663,Cyprus,Lublin,Żwirowa,793,39
664,Seychelles,Ostrów Mazowiecka,Okulickiego,726,4
665,Kenya,Sopot,Tartaczna,825,96
666,Qatar,Włocławek,Wiśniowa,171,84
667,CÃ´te d'Ivoire,Tarnowskie Góry,Chabrowa,156,21
668,Somalia,Gliwice,Sawickiej,347,0
669,Papua New Guinea,Mikołów,Piastowska,133,28
670,Armenia,Ciechanów,Targowa,401,84
671,Norway,Wieluń,Listopada,726,28
672,Luxembourg,Bolesławiec,Jana III Sobieskiego,77,19
673,Pakistan,Będzin,Morcinka,423,63
674,Central African Republic,Tarnowskie Góry,Wiatraczna,762,44
675,South Africa,Zakopane,Wspólna,637,3
676,Ghana,Bielawa,Żeglarska,387,43
677,Bahrain,Rumia,Okrężna,144,76
678,Paraguay,Głogów,Grzybowa,406,38
679,Liberia,Bielawa,Fabryczna,341,79
680,Germany,Szczytno,Szmaragdowa,536,53
681,Honduras,Chełm,Wyszyńskiego,811,1
682,CÃ´te d'Ivoire,Racibórz,Szymanowskiego,51,22
683,Cambodia,Lubliniec,Bolesława Krzywoustego,541,81
684,Finland,Piła,Warszawska,241,67
685,Guinea-Bissau,Bartoszyce,Podleśna,322,80
686,Bahamas,Wałcz,Rzemieślnicza,725,40
687,Israel,Zambrów,Księżycowa,666,46
688,Iran,Wołomin,Strzelecka,620,4
689,Latvia,Oława,Urocza,95,61
690,Mauritius,Zgierz,Pogodna,319,41
691,Moldova,Tarnów,Wiślana,632,10
692,Zimbabwe,Kłodzko,Rubinowa,504,100
693,Latvia,Wałcz,Reymonta,630,58
694,Liberia,Śrem,Pomorska,809,3
695,Turkmenistan,Polkowice,Malinowa,384,78
696,Norway,Nowy Targ,Stroma,41,68
697,Luxembourg,Wejherowo,Bolesława Chrobrego,127,30
698,Palestine,Wieluń,Sokola,386,73
699,Poland,Gorlice,Pomorska,386,63
700,Laos,Jarosław,Cisowa,82,90
701,Somalia,Świdnik,Jastrzębia,647,61
702,Dominican Republic,Wyszków,Ogrodowa,21,62
703,Thailand,Dębica,Malinowa,880,71
704,Palau,Jarocin,Robotnicza,441,96
705,Lesotho,Swarzędz,Starowiejska,554,3
706,Djibouti,Piastów,Handlowa,404,0
707,Laos,Giżycko,Wspólna,67,70
708,Samoa,Jarocin,Malinowa,692,86
709,Tunisia,Oława,Batalionów Chłopskich,403,69
710,Rwanda,Siemianowice Śląskie,Batalionów Chłopskich,443,11
711,South Korea,Sandomierz,Ciasna,761,14
712,Taiwan,Czerwionka-Leszczyny,Dąbrowskiej,305,56
713,Austria,Zgierz,Żwirowa,527,77
714,Bosnia and Herzegovina,Ostróda,Wyspiańskiego,540,29
715,Vatican City,Bielsko-Biała,Poprzeczna,711,46
716,Philippines,Oława,Orzechowa,42,38
717,Myanmar,Bełchatów,Długosza,179,67
718,Ukraine,Zgorzelec,Strzelecka,627,72
719,India,Kędzierzyn-Koźle,Jasna,353,71
720,Italy,Cieszyn,Składowa,821,65
721,Nauru,Sochaczew,Bałtycka,814,1
722,Dominica,Łaziska Górne,Lazurowa,618,5
723,Central African Republic,Grudziądz,Zakole,98,66
724,Czech Republic,Reda,Jana III Sobieskiego,143,0
725,Nauru,Głogów,Pszenna,385,19
726,Mauritius,Zgorzelec,Dolna,620,54
727,Guinea,Ząbki,Powstańców Wielkopolskich,574,2
728,Algeria,Wyszków,Krótka,841,39
729,Laos,Lublin,Jeziorna,709,39
730,United Arab Emirates,Police,Nałkowskiej,5,77
731,Ecuador,Świebodzice,Pałacowa,18,46
732,Algeria,Siedlce,Bankowa,559,30
733,Democratic Republic of the Congo,Grodzisk Mazowiecki,Przechodnia,419,73
734,San Marino,Piastów,Gołębia,340,85
735,Kiribati,Nowy Dwór Mazowiecki,Perłowa,703,23
736,Republic of the Congo,Szczecin,Borówkowa,364,82
737,Maldives,Brodnica,Staffa,738,20
738,Niger,Ełk,Jana Pawła II,513,26
739,Ukraine,Pszczyna,Lelewela,782,88
740,Philippines,Pszczyna,Słowackiego,541,31
741,Cape Verde,Iława,Lubelska,684,17
742,Myanmar,Kraśnik,Żwirowa,247,93
743,Palau,Mikołów,Czarnieckiego,266,75
744,South Korea,Jawor,Mała,852,24
745,Germany,Krosno,Hutnicza,180,34
746,Algeria,Jarosław,Bydgoska,168,68
747,Swaziland,Kielce,Powstańców Wielkopolskich,786,47
748,Bulgaria,Zielona Góra,Sosnowa,607,72
749,Somalia,Dębica,Przemysłowa,149,95
750,Comoros,Lubin,Plater,112,12
751,Dominican Republic,Brzeg,Piaskowa,830,26
752,Czech Republic,Tczew,Grabowa,819,8
753,Mexico,Piekary Śląskie,Jadwigi,241,8
754,People's Republic of China,Radom,Lelewela,453,33
755,South Africa,Żory,Okulickiego,16,36
756,Mauritius,Świętochłowice,Wieniawskiego,659,34
757,Colombia,Nysa,Asnyka,220,68
758,Saint Vincent and the Grenadines,Środa Wielkopolska,Poziomkowa,608,40
759,Cape Verde,Rybnik,Jarzębinowa,826,66
760,Cuba,Nowa Sól,Robotnicza,853,71
761,Democratic Republic of the Congo,Gliwice,Południowa,492,40
762,Denmark,Żary,Spółdzielcza,836,48
763,Brazil,Oświęcim,Wypoczynkowa,59,95
764,Indonesia,Nowa Sól,Rumiankowa,850,69
765,Georgia,Reda,Morelowa,437,50
766,Saint Vincent and the Grenadines,Żary,Tulipanowa,710,97
767,Estonia,Otwock,Maja,81,80
768,Mali,Bielsk Podlaski,Jesienna,275,77
769,Mauritania,Nowy Targ,Wiejska,168,21
770,Cameroon,Nowy Sącz,Liliowa,189,21
771,Rwanda,Ruda Śląska,Listopada,627,75
772,Kyrgyzstan,Siedlce,Pomorska,541,64
773,Kenya,Zawiercie,Armii Krajowej,274,94
774,Bahamas,Zgierz,Prosta,148,39
775,Vietnam,Gniezno,Wschodnia,319,45
776,Philippines,Piastów,Tylna,682,91
777,Liberia,Świecie,Fabryczna,349,91
778,Liechtenstein,Lubin,Miła,368,44
779,Mexico,Oleśnica,Sikorskiego,65,43
780,Cambodia,Biłgoraj,Hallera,804,89
781,Ecuador,Iława,Reja,497,32
782,Bulgaria,Sanok,Popiełuszki,875,73
783,Afghanistan,Bochnia,Partyzantów,579,35
784,Paraguay,Bielawa,Jesienna,270,72
785,Monaco,Słupsk,Dębowa,843,1
786,South Africa,Bolesławiec,Szarych Szeregów,624,44
787,Algeria,Łaziska Górne,Harcerska,214,59
788,Chad,Płock,Cicha,865,6
789,Brazil,Lubin,Solidarnosci,18,79
790,Romania,Zabrze,Andersa,528,92
791,Burkina Faso,Kościerzyna,Wiklinowa,439,8
792,North Korea,Świebodzice,Krakowska,852,44
793,Germany,Mława,Cmentarna,117,21
794,Bhutan,Ząbki,Poniatowskiego,495,92
795,Tajikistan,Dzierżoniów,Starowiejska,552,31
796,Jordan,Bełchatów,Widok,274,76
797,El Salvador,Lubliniec,Źródlana,657,73
798,Denmark,Gliwice,Sawickiej,734,45
799,Andorra,Pruszcz Gdański,Jana Pawła II,264,45
800,Equatorial Guinea,Pruszków,Diamentowa,308,88
801,Lithuania,Chrzanów,Skłodowskiej-Curie,513,89
802,Dominica,Lębork,Zamkowa,562,34
803,Vanuatu,Ostrowiec Świętokrzyski,Wiosenna,309,49
804,Trinidad and Tobago,Bielsk Podlaski,Myśliwska,856,51
805,Czech Republic,Toruń,Akacjowa,679,10
806,El Salvador,Łomża,Zakątek,727,13
807,Belarus,Pruszcz Gdański,Floriana,601,30
808,Bahamas,Łuków,Mała,856,79
809,Zambia,Piła,Glówna,131,41
810,Japan,Augustów,Sadowa,5,65
811,Nicaragua,Częstochowa,Dworska,32,48
812,Nepal,Pszczyna,Środkowa,199,56
813,Cyprus,Gniezno,Orla,199,52
814,Seychelles,Lublin,Truskawkowa,20,15
815,Belize,Legnica,Tuwima,454,17
816,Federated States of Micronesia,Knurów,Niecała,321,40
817,Thailand,Białogard,Pomorska,897,91
818,Mexico,Żagań,Krasickiego,597,60
819,Central African Republic,Żywiec,Mazurska,162,88
820,Yemen,Tychy,Harcerska,763,90
821,Panama,Chrzanów,Narutowicza,832,57
822,Denmark,Biała Podlaska,Hallera,419,14
823,The Gambia,Świecie,Orla,785,94
824,Cameroon,Śrem,Maja,511,61
825,Kingdom of the Netherlands,Otwock,Srebrna,801,0
826,Seychelles,Biłgoraj,Orzeszkowej,723,84
827,Comoros,Łódź,Dąbrowskiej,281,12
828,Cambodia,Głogów,Słowicza,313,69
829,Kenya,Kraków,Szpitalna,179,88
830,Laos,Ostrów Wielkopolski,Porzeczkowa,234,75
831,Singapore,Zgierz,Jadwigi,85,27
832,Haiti,Jawor,Piekarska,566,18
833,Indonesia,Gdynia,Kolorowa,884,27
834,Guyana,Mława,Jesienna,64,37
835,Morocco,Dzierżoniów,Agrestowa,703,31
836,Nauru,Ostrów Mazowiecka,Rubinowa,475,7
837,United Kingdom,Wałbrzych,Spółdzielcza,811,35
838,Lithuania,Zielona Góra,Księżycowa,664,25
839,Swaziland,Żagań,Przemysłowa,563,49
840,Togo,Pruszcz Gdański,Dąbrowskiego,431,87
841,Costa Rica,Chojnice,Kowalska,377,50
842,Jamaica,Gliwice,Dobra,493,36
843,Paraguay,Rybnik,Złota,696,5
844,Venezuela,Sochaczew,Środkowa,52,58
845,Croatia,Mysłowice,Stroma,309,63
846,Cape Verde,Sopot,Sybiraków,869,53
847,Ukraine,Olsztyn,Rynek,624,55
848,Samoa,Jaworzno,Kochanowskiego,332,53
849,Burundi,Wodzisław Śląski,Źródlana,586,0
850,Niger,Suwałki,Rybacka,11,12
851,Malta,Starachowice,Szafirowa,179,82
852,India,Skarżysko-Kamienna,Piwna,540,32
853,Brazil,Zgorzelec,Narutowicza,760,76
854,France,Bełchatów,Niepodległości,475,90
855,Sweden,Włocławek,Konwaliowa,127,90
856,Panama,Łowicz,Jeżynowa,363,45
857,El Salvador,Kluczbork,Kościuszki,153,11
858,Slovenia,Zamość,Hallera,20,28
859,Zimbabwe,Pszczyna,Gajowa,604,33
860,Dominican Republic,Starogard Gdański,Reymonta,778,7
861,Singapore,Kalisz,Szafirowa,293,53
862,United Kingdom,Szczecin,Robotnicza,387,92
863,The Gambia,Wejherowo,Szkolna,111,38
864,Saudi Arabia,Sieradz,Asnyka,676,71
865,Papua New Guinea,Giżycko,Stawowa,703,26
866,Singapore,Myszków,Rybacka,5,24
867,Serbia,Piła,Irysowa,656,79
868,Lebanon,Lubliniec,Pułaskiego,154,90
869,Bolivia,Piekary Śląskie,Sportowa,602,87
870,Malta,Lubliniec,Głowackiego,454,49
871,Switzerland,Puławy,Wolności,377,16
872,Czech Republic,Żyrardów,Jana III Sobieskiego,401,55
873,Vatican City,Żory,Stefana Batorego,122,64
874,Tunisia,Reda,Władysława Łokietka,297,14
875,Slovenia,Toruń,Sienkiewicza,396,16
876,Czech Republic,Września,Żeglarska,308,15
877,Kingdom of the Netherlands,Piastów,Wypoczynkowa,689,73
878,Denmark,Gniezno,Topolowa,742,61
879,India,Ciechanów,Azaliowa,35,78
880,Brazil,Wodzisław Śląski,Pogodna,325,70
881,Trinidad and Tobago,Jarocin,Andersa,159,41
882,France,Szczytno,Brzechwy,95,84
883,Kenya,Katowice,Rajska,367,50
884,Senegal,Lębork,Brzechwy,504,60
885,Azerbaijan,Świebodzice,Gołębia,68,59
886,Ethiopia,Gliwice,Browarna,878,12
887,Kazakhstan,Jarocin,Górna,767,55
888,Djibouti,Mława,Broniewskiego,403,51
889,United Arab Emirates,Olkusz,Krzywa,354,23
890,El Salvador,Oława,Żurawia,480,50
891,Namibia,Jaworzno,Żwirki i Wigury,848,79
892,Jordan,Wieluń,Niecała,516,5
893,Botswana,Pszczyna,Złota,715,50
894,Germany,Czeladź,Zielona,59,49
895,Georgia,Będzin,Sybiraków,304,56
896,Marshall Islands,Ząbki,Brzechwy,342,71
897,United Kingdom,Rumia,Krasickiego,442,25
898,Kingdom of the Netherlands,Bielsko-Biała,Górna,324,84
899,Kazakhstan,Łaziska Górne,Łączna,644,84
900,Moldova,Kluczbork,Zbożowa,49,17
901,Canada,Kutno,Zwycięstwa,188,40
902,Finland,Pabianice,Truskawkowa,361,33
903,Libya,Inowrocław,Żeglarska,401,66
904,Australia,Radomsko,Pszenna,402,16
905,Mexico,Wodzisław Śląski,Słowianska,459,71
906,Bolivia,Knurów,Powstańców Wielkopolskich,493,56
907,Republic of the Congo,Tarnowskie Góry,Zaułek,827,44
908,New Zealand,Mińsk Mazowiecki,Jaworowa,641,16
909,Mongolia,Katowice,Rejtana,12,89
910,Papua New Guinea,Kraśnik,Szkolna,472,56
911,Greece,Ostrów Mazowiecka,Spółdzielcza,792,23
912,Vanuatu,Brodnica,Wspólna,641,49
913,The Gambia,Sosnowiec,Cedrowa,105,88
914,Cyprus,Sanok,Rzeczna,349,80
915,Angola,Mielec,Wrocławska,300,9
916,Cambodia,Śrem,Mała,469,95
917,Panama,Skierniewice,Andersa,896,46
918,Panama,Ruda Śląska,Letniskowa,575,87
919,South Africa,Czechowice-Dziedzice,Piastowska,23,79
920,Republic of Ireland,Żyrardów,Konopnickiej,532,38
921,Canada,Zielona Góra,Sybiraków,240,11
922,Azerbaijan,Wodzisław Śląski,Zdrojowa,420,87
923,Bosnia and Herzegovina,Płońsk,Azaliowa,460,43
924,Paraguay,Pruszcz Gdański,Kazimierza Wielkiego,785,9
925,Montenegro,Ząbki,Wypoczynkowa,539,71
926,Philippines,Grodzisk Mazowiecki,Szafirowa,401,6
927,Togo,Białogard,Nałkowskiej,380,63
928,Iran,Gdańsk,Słonecznikowa,374,89
929,Haiti,Ruda Śląska,Szymanowskiego,72,34
930,Paraguay,Łódź,Nowowiejska,354,51
931,Dominican Republic,Oświęcim,Zaułek,478,32
932,Nigeria,Oleśnica,Daleka,424,27
933,Syria,Łowicz,Nadrzeczna,294,92
934,Egypt,Gorlice,Dąbrowskiego,213,43
935,Mozambique,Piekary Śląskie,Nowowiejska,246,50
936,Guinea-Bissau,Biała Podlaska,Mazowiecka,275,0
937,Canada,Żywiec,Partyzantów,839,92
938,Finland,Białogard,Pogodna,285,34
939,Iraq,Chorzów,Rubinowa,266,84
940,Germany,Piaseczno,Ciasna,118,88
941,Norway,Świecie,Wierzbowa,757,49
942,Comoros,Gliwice,Glówna,509,38
943,Botswana,Mielec,Pomorska,796,51
944,Belgium,Oświęcim,Kalinowa,95,32
945,Israel,Knurów,Listopada,18,40
946,Switzerland,Płońsk,Kaszubska,169,68
947,Dominican Republic,Stargard Szczeciński,Jana Sobieskiego,314,36
948,Hungary,Biłgoraj,Rejtana,573,5
949,Latvia,Chełm,Piekarska,531,55
950,Honduras,Żary,Diamentowa,638,0
951,Malta,Koszalin,Miarki,411,15
952,Lebanon,Zduńska Wola,Lisia,268,90
953,Samoa,Zielona Góra,Władysława Łokietka,596,53
954,North Macedonia,Ełk,Zwycięstwa,405,47
955,Ghana,Nowa Sól,Chmielna,110,45
956,Cambodia,Płońsk,Cegielniana,214,37
957,Chad,Jelenia Góra,Nadrzeczna,234,51
958,Germany,Wrocław,Rumiankowa,199,94
959,Egypt,Dzierżoniów,Wiatraczna,691,55
960,Vatican City,Jelenia Góra,Poznańska,166,40
961,Grenada,Sieradz,Cicha,314,68
962,Laos,Przemyśl,Bałtycka,87,25
963,United Kingdom,Chojnice,Powstańców Śląskich,22,12
964,Turkey,Ostrów Wielkopolski,Górska,252,72
965,Chile,Oświęcim,Pałacowa,462,72
966,Denmark,Giżycko,Wyzwolenia,371,92
967,Equatorial Guinea,Świecie,Jana Pawła II,69,4
968,Lebanon,Jawor,Paderewskiego,436,13
969,Slovenia,Zabrze,Odrzańska,583,12
970,Marshall Islands,Tychy,Środkowa,782,80
971,Malawi,Wodzisław Śląski,Gołębia,327,93
972,Bolivia,Pabianice,Wróblewskiego,37,65
973,Oman,Gniezno,Wrzosowa,805,42
974,Chile,Wieluń,Spółdzielcza,310,20
975,Nepal,Łowicz,Narcyzowa,232,87
976,Federated States of Micronesia,Racibórz,Azaliowa,280,75
977,Slovakia,Czeladź,Zakole,717,35
978,Sudan,Bytom,Mickiewicza,352,63
979,East Timor,Inowrocław,Sienkiewicza,397,25
980,Fiji,Oława,Jaskółcza,600,87
981,Ecuador,Tomaszów Mazowiecki,Rzeczna,268,11
982,Finland,Sosnowiec,Batalionów Chłopskich,159,88
983,Ecuador,Czechowice-Dziedzice,Armii Krajowej,629,3
984,Zambia,Słupsk,Wilcza,537,63
985,Grenada,Pabianice,Sadowa,551,8
986,Senegal,Łowicz,Toruńska,174,66
987,Norway,Warszawa,Kielecka,677,45
988,North Macedonia,Stargard Szczeciński,Daleka,686,43
989,Tuvalu,Ostróda,Kościuszki,304,65
990,Dominica,Tomaszów Mazowiecki,Narcyzowa,460,64
991,Togo,Jarosław,Orkana,207,88
992,Afghanistan,Czerwionka-Leszczyny,Paderewskiego,799,68
993,Greece,Kościan,Wodna,822,97
994,Portugal,Bełchatów,Sarnia,844,7
995,Guinea,Wejherowo,Hallera,262,65
996,Tajikistan,Szczecin,Sybiraków,276,80
997,Antigua and Barbuda,Augustów,Wyspiańskiego,422,38
998,Iran,Kutno,Niecała,555,12
999,Burundi,Świebodzice,Opolska,372,57
